""	"AMR.Gene.Family"	"AMR1A"	"AMR1H"	"AMR2A"	"AMR3A"	"AMR3H"	"AMR4A"	"AMR5A"	"AMR5H"	"AMR6A"	"AMR7A"	"AMR7H"	"AMR9H"	"AMR10A"	"total"
"155"	"OXA beta-lactamase"	22.4859589356413	9.5254111061729	4.98276826473719	14.5082860032677	25.5063562057087	15.4465547085569	4.59066609039197	4.04213135068154	14.2238324494734	13.4190295261261	10.9356583448667	10.226236682383	6.79192120092816	156.684810868936
"245"	"nitroimidazole reductase"	2.83342015122098	3.36064819077433	5.75308404703847	3.03946157593692	28.7825151067196	9.05563973121165	3.56173366313242	2.16015988722034	6.15294742432289	5.04044575869401	7.73751398185466	3.98731811890906	4.35541431139128	85.8203019484266
"260"	"tetracycline inactivation enzyme"	7.57228141403707	1.66453149528157	4.17023263051428	5.0883617907446	7.6673465156534	3.52958580739855	1.88387325190299	2.46095945648721	7.69934129929159	1.94252906606652	6.61387376592253	2.17755047276286	3.83205966301446	56.3025266290776
"227"	"chloramphenicol acetyltransferase (CAT)"	3.77482740308019	3.63217576187101	4.83994105427623	2.45793582672476	9.07616765219203	3.32315196287351	5.62195009667618	1.88346085932902	3.56994641020552	5.6530252340569	6.2440973236671	2.39441848803514	1.399303249087	53.8704013220746
"252"	"streptogramin vgb lyase"	2.13086270062046	2.21986192246415	2.90024194139642	9.07622108197362	3.97622968660805	4.617859282607	2.92378967972092	3.97630666298376	5.23417136130497	2.49363959509933	4.06973728571799	5.34179468538311	3.42817467779497	52.3888905636747
"22"	"ANT(3'')"	2.13431787660628	1.73422074031624	1.68347776672823	3.07706472700488	6.48040263780615	1.91804550621606	2.84758422158251	2.14093043165125	3.11814425334741	1.08689661573984	1.7068507700478	2.51594613749114	3.80128899383911	34.2451706783769
"243"	"macrolide phosphotransferase (MPH)"	3.44562766687064	2.55346583656777	1.42144559675459	2.91501703342234	4.84618803377737	2.18058136807347	2.29712907492414	1.94321200714776	3.02315826016519	0.969127727031441	2.50734643299699	2.32165986461057	3.60421142339719	34.0281703257395
"13"	"ADC beta-lactamases pending classification for carbapenemase activity"	3.81496918955928	0.940076866169863	2.18366658886382	3.33403542624967	4.20879560653619	1.68560347853328	1.23455478845813	1.84083188738728	4.89231752569998	1.34786054858992	3.05165542212613	1.41513156856245	2.32882177822791	32.2783206749639
"80"	"CfiA beta-lactamase"	2.02806089369538	1.76247970158786	1.98940207040535	1.57363601291397	3.46822446450699	2.86908282216085	3.90337872627523	1.4624410157004	4.63544244445023	1.48537513219997	2.18703004634318	2.62939784507093	1.26726932630832	31.2612205016187
"141"	"MOX beta-lactamase"	1.5149721393506	1.55909523371083	2.06844362229883	1.18065955744814	5.92274177234887	3.25657872386686	1.68419326997719	0.610019637817157	2.25632855372632	1.75835186588138	2.91000124283153	1.59468083795694	1.23407747010862	27.5501439273233
"188"	"SHV beta-lactamase"	1.37227827934148	1.399105549989	2.89757292757843	1.30638159813057	6.90432155044414	1.87960726744645	2.02191326765491	1.48106329053104	1.5770195413291	1.80308099276434	2.30467661826755	1.62970891855795	0.909082998059424	27.4858128000944
"29"	"APH(3')"	5.1114629125079	1.3881455551859	0.607989139735977	1.37723490883342	2.28683496664141	5.22433109031834	0.997958907091258	1.14941780197452	1.22728922984641	1.51183132308259	2.50747738765901	0.727461912752687	1.72981664462253	25.847251780252
"161"	"PER beta-lactamase"	0.704582834169222	0.599044078597982	2.13042840734133	2.5389272588463	4.90724731721541	2.83935502357446	1.03826301084434	1.27919467206826	3.06182508318218	0.706410927265838	1.80048756451153	1.72375135039646	1.29315956200367	24.622677090017
"250"	"rifampin phosphotransferase"	3.7022944849469	1.43684395778186	0.677316145650528	1.29297220747035	2.01678926659987	3.7666672584912	1.20699639009926	1.17872307171325	1.77305804170416	1.73832980388546	2.67864650274471	0.808658571059105	2.14671023626131	24.424005938408
"2"	"AAC(3)"	4.99494281490703	1.91807255111123	0.725172252518093	0.813649588243996	0.582758010267304	3.00899337715975	1.14961916091117	0.471463714132002	2.19008049180755	0.595886410632823	2.80821287174293	1.56995111169836	0.614087319487799	21.44288967462
"196"	"SPR beta-lactamase"	0.587623223447189	1.05682201301901	1.14282608252536	1.23819304818249	2.05428391584456	1.19136130288547	1.60255626970356	1.72487260976866	2.47066698973704	1.5271301674959	0.928556771005983	2.27419206334592	1.23121644184454	19.0303008988057
"4"	"AAC(6')"	3.86260300194311	0.696750912998959	0.648964418481147	1.76629438647083	1.68669992720558	2.23904195944919	1.0921097189299	0.380814825338195	1.20737808059417	0.834824806909226	1.53401538526311	0.962810238854742	1.39829731143709	18.3106049738753
"238"	"fosfomycin thiol transferase"	2.85006195786865	0.662812587927819	0.514073287307488	1.77790268579389	1.65385366546526	1.71213608381212	1.36562556982469	0.52603747375732	1.50385170180769	1.28226687967712	1.18787703818649	1.52039731320833	1.64901242704462	18.2059086716815
"259"	"subclass B3 PEDO beta-lactamase"	0.721234999846546	0.413808843137019	0.626417182415811	0.294354106693638	6.83725259717759	0.418516964884112	0.737070803468091	0.0909895556735705	2.42857841100711	3.14436375903272	1.26325991695996	0.217510224282998	0.48696942431848	17.6803267888976
"113"	"GOB beta-lactamase"	1.03492034809464	1.11750761937013	0.486180170794463	1.72359819537796	1.48286507068984	0.674232992307368	1.7907622085635	1.23998668288275	1.32932174214919	0.648599101359564	0.908833421844574	1.41743444365698	2.13411927631696	15.9883612734079
"220"	"YRC Beta-lactamase"	1.29085719547003	0.754945886535897	0.442672151952028	1.95674161674317	2.53908505968922	0.896822067608812	0.736780732313636	0.620640821384316	1.32395708595029	1.85803313033752	0.811508971363097	1.37083539555602	0.813325756499503	15.4162058714035
"8"	"ACC beta-lactamase"	2.35339026685368	0.970032484999815	0.599781187319284	0.58641536834462	1.55050179541479	1.32731138364704	0.384631577681144	0.554345289037579	2.50035670849782	0.577148395122445	1.71432052282425	0.822092405735528	0.762481976587893	14.7028093620659
"10"	"ACT beta-lactamase"	3.37336216103571	0.694543101134947	0.99806647638339	1.04563308548846	0.512441132422728	2.14476516507171	0.7664136867352	0.299905014006818	0.37680242963599	0.447158789166224	2.0467264595909	1.21886263160698	0.681322562495636	14.6060026947747
"74"	"CSP beta-lactamase"	0.617256064756445	0.799057021542629	0.707171157519218	1.1343338550778	3.26062149403611	0.656189290461498	1.30838455354133	0.875804292731979	2.03713614819744	0.520097579936358	0.531067445565587	1.30685011852685	0.823819753919358	14.5777887758126
"68"	"CMY beta-lactamase"	2.73272681564625	0.866445836286578	0.33039104492332	0.702425208001416	1.32212419658349	2.60639525593452	0.50596105906849	0.599781187319284	0.678363403892598	0.702820489212166	1.84742525615308	0.342228878343348	1.00560180502606	14.2426904363906
